time,gFx,gFy,gFz
2022-10-12 17:0:49.8170,0.73,-0.955,-0.344,1.25
2022-10-12 17:0:49.8280,0.53,-0.92,-0.391,1.131
2022-10-12 17:0:49.8370,0.26,-0.943,-0.404,1.058
2022-10-12 17:0:49.8480,0.339,-0.952,-0.434,1.1
2022-10-12 17:0:49.8580,0.558,-0.961,-0.439,1.195
2022-10-12 17:0:49.8710,0.342,-0.976,-0.591,1.191
2022-10-12 17:0:49.8960,0.349,-0.691,-0.464,0.903
2022-10-12 17:0:49.8960,0.349,-0.691,-0.464,0.903
2022-10-12 17:0:49.8970,0.303,-0.431,-0.177,0.556
2022-10-12 17:0:49.9160,0.143,-0.339,-0.091,0.379
2022-10-12 17:0:49.9170,-0.038,-0.628,-0.452,0.775
2022-10-12 17:0:49.9280,-0.348,-1.038,-0.949,1.449
2022-10-12 17:0:49.9380,0.022,-1.207,-0.921,1.518
2022-10-12 17:0:49.9480,0.605,-1.254,-1.092,1.769
2022-10-12 17:0:49.9580,0.718,-0.887,-0.656,1.316
2022-10-12 17:0:49.9680,0.69,-0.609,-0.451,1.025
2022-10-12 17:0:49.9940,0.049,-0.597,-0.177,0.625
2022-10-12 17:0:49.9940,0.049,-0.597,-0.177,0.625
2022-10-12 17:0:49.9980,-0.117,-0.759,-0.452,0.891
2022-10-12 17:0:50.0160,0.245,-0.84,-0.694,1.117
2022-10-12 17:0:50.0180,0.692,-0.789,-0.782,1.309
2022-10-12 17:0:50.0290,0.765,-0.809,-0.672,1.3
2022-10-12 17:0:50.0390,0.633,-0.696,-0.677,1.159
2022-10-12 17:0:50.0490,0.428,-0.577,-0.455,0.85
2022-10-12 17:0:50.0590,0.468,-0.489,-0.448,0.812
2022-10-12 17:0:50.0740,0.595,-0.559,-0.302,0.87
2022-10-12 17:0:50.0970,0.577,-0.919,-0.659,1.27
2022-10-12 17:0:50.0970,0.577,-0.919,-0.659,1.27
2022-10-12 17:0:50.0990,0.5,-0.938,-0.578,1.21
2022-10-12 17:0:50.1160,0.545,-0.782,-0.429,1.045
2022-10-12 17:0:50.1190,0.333,-0.661,-0.307,0.801
2022-10-12 17:0:50.1290,0.059,-0.633,-0.282,0.695
2022-10-12 17:0:50.1400,-0.003,-0.824,-0.321,0.884
2022-10-12 17:0:50.1500,0.367,-0.996,-0.706,1.275
2022-10-12 17:0:50.1630,0.542,-1.06,-0.832,1.452
2022-10-12 17:0:50.1950,0.144,-0.712,-0.459,0.859
2022-10-12 17:0:50.1950,0.144,-0.712,-0.459,0.859
2022-10-12 17:0:50.1960,0.144,-0.712,-0.459,0.859
2022-10-12 17:0:50.2000,0.135,-0.617,-0.396,0.745
2022-10-12 17:0:50.2100,0.346,-0.634,-0.296,0.781
2022-10-12 17:0:50.2200,0.46,-0.579,-0.355,0.82
2022-10-12 17:0:50.2300,0.214,-0.63,-0.464,0.811
2022-10-12 17:0:50.2400,0.241,-0.738,-0.656,1.016
2022-10-12 17:0:50.2510,0.63,-0.988,-0.73,1.381
2022-10-12 17:0:50.2610,0.489,-1.029,-0.939,1.476
2022-10-12 17:0:50.2760,0.412,-0.896,-0.794,1.266
2022-10-12 17:0:50.3010,0.196,-0.539,-0.266,0.632
2022-10-12 17:0:50.3010,0.196,-0.539,-0.266,0.632
2022-10-12 17:0:50.3010,0.196,-0.539,-0.266,0.632
2022-10-12 17:0:50.3110,0.109,-0.633,-0.436,0.776
2022-10-12 17:0:50.3210,0.34,-0.717,-0.631,1.014
2022-10-12 17:0:50.3310,0.334,-0.85,-0.874,1.264
2022-10-12 17:0:50.3410,0.234,-0.832,-0.903,1.25
2022-10-12 17:0:50.3510,0.45,-0.807,-0.784,1.212
2022-10-12 17:0:50.3620,0.47,-0.648,-0.539,0.965
2022-10-12 17:0:50.3980,0.213,-0.785,-0.593,1.007
2022-10-12 17:0:50.3980,0.213,-0.785,-0.593,1.007
2022-10-12 17:0:50.3980,0.213,-0.785,-0.593,1.007
2022-10-12 17:0:50.4010,0.567,-0.918,-0.689,1.28
2022-10-12 17:0:50.4120,0.744,-0.738,-0.568,1.192
2022-10-12 17:0:50.4220,0.477,-0.546,-0.415,0.835
2022-10-12 17:0:50.4320,0.282,-0.506,-0.275,0.641
2022-10-12 17:0:50.4420,0.168,-0.785,-0.471,0.931
2022-10-12 17:0:50.4520,0.22,-0.957,-0.626,1.165
2022-10-12 17:0:50.4630,0.753,-1.062,-0.855,1.558
2022-10-12 17:0:50.4780,0.932,-0.948,-0.621,1.467
2022-10-12 17:0:50.5030,0.264,-0.602,-0.454,0.799
2022-10-12 17:0:50.5030,0.264,-0.602,-0.454,0.799
2022-10-12 17:0:50.5030,0.264,-0.602,-0.454,0.799
2022-10-12 17:0:50.5120,0.397,-0.669,-0.479,0.914
2022-10-12 17:0:50.5220,0.494,-0.701,-0.655,1.079
2022-10-12 17:0:50.5330,0.344,-0.678,-0.592,0.964
2022-10-12 17:0:50.5440,0.403,-0.584,-0.487,0.861
2022-10-12 17:0:50.5530,0.295,-0.652,-0.53,0.891
2022-10-12 17:0:50.5640,0.038,-0.912,-0.86,1.254
2022-10-12 17:0:50.5780,0.202,-1.135,-0.793,1.399
2022-10-12 17:0:50.6000,0.586,-0.789,-0.493,1.1
2022-10-12 17:0:50.6010,0.586,-0.789,-0.493,1.1
2022-10-12 17:0:50.6030,0.428,-0.606,-0.265,0.788
2022-10-12 17:0:50.6130,0.183,-0.592,-0.126,0.632
2022-10-12 17:0:50.6230,0.108,-0.85,-0.283,0.902
2022-10-12 17:0:50.6330,0.214,-0.872,-0.395,0.981
2022-10-12 17:0:50.6430,0.572,-0.947,-0.579,1.249
2022-10-12 17:0:50.6540,0.479,-1.006,-0.685,1.308
2022-10-12 17:0:50.6640,0.398,-0.726,-0.531,0.984
2022-10-12 17:0:50.7020,0.221,-0.765,-0.535,0.959
2022-10-12 17:0:50.7020,0.221,-0.765,-0.535,0.959
2022-10-12 17:0:50.7020,0.221,-0.765,-0.535,0.959
2022-10-12 17:0:50.7040,0.323,-0.726,-0.447,0.912
2022-10-12 17:0:50.7140,0.469,-0.653,-0.262,0.846
2022-10-12 17:0:50.7240,0.268,-0.644,-0.236,0.736
2022-10-12 17:0:50.7340,0.022,-0.671,-0.354,0.759
2022-10-12 17:0:50.7440,-0.054,-0.946,-0.484,1.064
2022-10-12 17:0:50.7550,0.103,-1.09,-0.753,1.329
2022-10-12 17:0:50.7650,0.263,-1.172,-0.905,1.504
2022-10-12 17:0:50.8050,0.213,-0.557,-0.231,0.64
2022-10-12 17:0:50.8050,0.213,-0.557,-0.231,0.64
2022-10-12 17:0:50.8050,0.213,-0.557,-0.231,0.64
2022-10-12 17:0:50.8060,0.213,-0.557,-0.231,0.64
2022-10-12 17:0:50.8150,0.315,-0.65,-0.4,0.826
2022-10-12 17:0:50.8250,0.366,-0.91,-0.61,1.155
2022-10-12 17:0:50.8350,0.446,-0.98,-0.826,1.357
2022-10-12 17:0:50.8460,0.519,-0.818,-0.679,1.183
2022-10-12 17:0:50.8550,0.481,-0.524,-0.545,0.896
2022-10-12 17:0:50.8650,0.502,-0.333,-0.302,0.674
2022-10-12 17:0:50.9000,0.404,-1.019,-0.845,1.384
2022-10-12 17:0:50.9000,0.404,-1.019,-0.845,1.384
2022-10-12 17:0:50.9000,0.404,-1.019,-0.845,1.384
2022-10-12 17:0:50.9050,0.723,-1.154,-0.906,1.636
2022-10-12 17:0:50.9160,1.009,-0.997,-0.702,1.583
2022-10-12 17:0:50.9260,0.637,-0.674,-0.505,1.056
2022-10-12 17:0:50.9360,0.182,-0.408,-0.158,0.474
2022-10-12 17:0:50.9470,0.043,-0.418,-0.193,0.462
2022-10-12 17:0:50.9560,0.101,-0.768,-0.482,0.912
2022-10-12 17:0:50.9660,0.145,-1.016,-0.776,1.287
2022-10-12 17:0:51.0000,0.313,-0.691,-0.645,0.996
2022-10-12 17:0:51.0010,0.313,-0.691,-0.645,0.996
2022-10-12 17:0:51.0010,0.313,-0.691,-0.645,0.996
2022-10-12 17:0:51.0060,-0.056,-0.636,-0.605,0.88
2022-10-12 17:0:51.0170,0.135,-0.582,-0.399,0.718
2022-10-12 17:0:51.0270,0.542,-0.758,-0.605,1.111
2022-10-12 17:0:51.0370,0.451,-0.784,-0.627,1.101
2022-10-12 17:0:51.0480,0.483,-0.765,-0.488,1.028
2022-10-12 17:0:51.0580,0.513,-0.782,-0.465,1.044
2022-10-12 17:0:51.0670,0.303,-0.728,-0.508,0.938
2022-10-12 17:0:51.1100,0.363,-0.632,-0.543,0.909
2022-10-12 17:0:51.1110,0.363,-0.632,-0.543,0.909
2022-10-12 17:0:51.1110,0.363,-0.632,-0.543,0.909
2022-10-12 17:0:51.1110,0.363,-0.632,-0.543,0.909
2022-10-12 17:0:51.1170,0.296,-0.498,-0.479,0.752
2022-10-12 17:0:51.1280,0.248,-0.65,-0.572,0.901
2022-10-12 17:0:51.1380,0.163,-0.778,-0.682,1.047
2022-10-12 17:0:51.1480,0.321,-0.626,-0.732,1.015
2022-10-12 17:0:51.1580,0.484,-0.642,-0.69,1.059
2022-10-12 17:0:51.1700,0.246,-0.546,-0.646,0.881
2022-10-12 17:0:51.2000,0.477,-0.874,-0.791,1.272
2022-10-12 17:0:51.2000,0.477,-0.874,-0.791,1.272
2022-10-12 17:0:51.2000,0.477,-0.874,-0.791,1.272
2022-10-12 17:0:51.2080,0.439,-0.917,-0.803,1.296
2022-10-12 17:0:51.2180,0.442,-0.972,-0.832,1.354
2022-10-12 17:0:51.2280,0.598,-1.121,-0.758,1.479
2022-10-12 17:0:51.2380,0.56,-0.91,-0.566,1.209
2022-10-12 17:0:51.2490,0.464,-0.629,-0.273,0.828
2022-10-12 17:0:51.2590,0.373,-0.22,0.091,0.443
2022-10-12 17:0:51.2690,0.318,0.011,0.326,0.456
2022-10-12 17:0:51.2830,0.34,0.08,0.333,0.483
2022-10-12 17:0:51.3110,0.79,-2.652,-3.379,4.367
2022-10-12 17:0:51.3110,0.79,-2.652,-3.379,4.367
2022-10-12 17:0:51.3110,0.79,-2.652,-3.379,4.367
2022-10-12 17:0:51.3190,0.957,-2.365,-0.799,2.673
2022-10-12 17:0:51.3330,0.205,-0.585,0.261,0.673
2022-10-12 17:0:51.3390,0.833,-0.326,-0.295,0.942
2022-10-12 17:0:51.3490,0.925,-0.234,-0.122,0.962
2022-10-12 17:0:51.3600,0.35,-0.221,0.13,0.434
2022-10-12 17:0:51.3700,0.053,-0.42,-0.411,0.59
2022-10-12 17:0:51.4050,0.403,-0.92,-0.885,1.339
2022-10-12 17:0:51.4050,0.403,-0.92,-0.885,1.339
2022-10-12 17:0:51.4050,0.403,-0.92,-0.885,1.339
2022-10-12 17:0:51.4090,0.451,-0.634,-0.53,0.941
2022-10-12 17:0:51.4200,0.037,-0.576,-0.495,0.76
2022-10-12 17:0:51.4300,0.059,-0.509,-0.394,0.646
2022-10-12 17:0:51.4400,-0.069,-0.963,-0.733,1.212
2022-10-12 17:0:51.4500,0.573,-1.161,-0.54,1.403
2022-10-12 17:0:51.4600,1.264,-0.762,-0.313,1.509
2022-10-12 17:0:51.4700,1.311,-0.408,-0.296,1.405
2022-10-12 17:0:51.4850,0.5,-0.39,-0.065,0.637
2022-10-12 17:0:51.5090,-0.257,-0.7,-0.394,0.843
2022-10-12 17:0:51.5090,-0.257,-0.7,-0.394,0.843
2022-10-12 17:0:51.5100,-0.394,-0.918,-0.555,1.143
2022-10-12 17:0:51.5350,0.592,-1.212,-0.927,1.637
2022-10-12 17:0:51.5360,0.592,-1.212,-0.927,1.637
2022-10-12 17:0:51.5410,0.967,-1.033,-0.679,1.569
2022-10-12 17:0:51.5510,0.477,-0.718,-0.439,0.967
2022-10-12 17:0:51.5620,0.084,-0.738,-0.299,0.801
2022-10-12 17:0:51.5710,-0.055,-0.731,-0.278,0.784
2022-10-12 17:0:51.6090,0.657,-0.962,-0.604,1.312
2022-10-12 17:0:51.6090,0.657,-0.962,-0.604,1.312
2022-10-12 17:0:51.6100,0.657,-0.962,-0.604,1.312
2022-10-12 17:0:51.6110,0.244,-0.772,-0.568,0.989
2022-10-12 17:0:51.6210,0.106,-0.83,-0.536,0.994
2022-10-12 17:0:51.6310,0.177,-0.741,-0.713,1.043
2022-10-12 17:0:51.6410,0.266,-0.772,-0.619,1.025
2022-10-12 17:0:51.6520,0.555,-0.657,-0.579,1.037
2022-10-12 17:0:51.6620,0.321,-0.58,-0.491,0.825
2022-10-12 17:0:51.6720,0.48,-0.64,-0.486,0.936
2022-10-12 17:0:51.7080,0.591,-0.808,-0.584,1.159
2022-10-12 17:0:51.7090,0.591,-0.808,-0.584,1.159
2022-10-12 17:0:51.7090,0.591,-0.808,-0.584,1.159
2022-10-12 17:0:51.7120,0.611,-0.593,-0.3,0.903
2022-10-12 17:0:51.7220,0.559,-0.533,-0.37,0.856
2022-10-12 17:0:51.7320,0.395,-0.695,-0.447,0.916
2022-10-12 17:0:51.7420,0.399,-0.859,-0.687,1.17
2022-10-12 17:0:51.7520,0.507,-1.177,-0.89,1.56
2022-10-12 17:0:51.7630,0.712,-1.017,-0.889,1.527
2022-10-12 17:0:51.7730,0.69,-0.752,-0.517,1.144
2022-10-12 17:0:51.8100,0.151,-0.493,-0.2,0.553
2022-10-12 17:0:51.8110,0.151,-0.493,-0.2,0.553
2022-10-12 17:0:51.8110,0.151,-0.493,-0.2,0.553
2022-10-12 17:0:51.8130,-0.244,-1.082,-0.981,1.481
2022-10-12 17:0:51.8230,-0.026,-1.468,-0.868,1.706
2022-10-12 17:0:51.8330,0.684,-1.216,-1.095,1.774
2022-10-12 17:0:51.8430,0.921,-0.982,-0.652,1.496
2022-10-12 17:0:51.8530,0.682,-0.468,-0.276,0.872
2022-10-12 17:0:51.8640,0.185,-0.396,-0.085,0.445
2022-10-12 17:0:51.8740,-0.106,-0.666,-0.21,0.706
2022-10-12 17:0:51.9130,0.897,-0.829,-0.686,1.401
2022-10-12 17:0:51.9130,0.897,-0.829,-0.686,1.401
2022-10-12 17:0:51.9130,0.461,-0.965,-0.744,1.303
2022-10-12 17:0:51.9150,0.461,-0.965,-0.744,1.303
2022-10-12 17:0:51.9240,0.389,-0.941,-0.682,1.226
2022-10-12 17:0:51.9340,0.557,-0.849,-0.694,1.23
2022-10-12 17:0:51.9450,0.337,-0.739,-0.584,1.0
2022-10-12 17:0:51.9540,0.271,-0.615,-0.524,0.852
2022-10-12 17:0:51.9650,0.482,-0.557,-0.456,0.866
2022-10-12 17:0:51.9740,0.389,-0.538,-0.447,0.8
2022-10-12 17:0:51.9880,0.189,-0.643,-0.637,0.925
2022-10-12 17:0:52.0110,0.362,-0.754,-0.918,1.242
2022-10-12 17:0:52.0110,0.362,-0.754,-0.918,1.242
2022-10-12 17:0:52.0140,0.394,-0.627,-0.842,1.121
2022-10-12 17:0:52.0320,0.225,-0.501,-0.681,0.875
2022-10-12 17:0:52.0340,0.408,-0.546,-0.629,0.927
2022-10-12 17:0:52.0450,0.59,-0.591,-0.642,1.053
2022-10-12 17:0:52.0540,0.307,-0.632,-0.78,1.05
2022-10-12 17:0:52.0650,0.242,-0.736,-0.66,1.018
2022-10-12 17:0:52.0760,0.723,-0.716,-0.569,1.166
2022-10-12 17:0:52.0890,0.548,-0.735,-0.539,1.064
2022-10-12 17:0:52.1120,0.585,-0.577,-0.293,0.872
2022-10-12 17:0:52.1120,0.585,-0.577,-0.293,0.872
2022-10-12 17:0:52.1150,0.539,-0.49,-0.338,0.803
2022-10-12 17:0:52.1310,0.172,-0.757,-0.533,0.942
2022-10-12 17:0:52.1350,0.076,-1.019,-0.592,1.181
2022-10-12 17:0:52.1450,0.654,-1.01,-0.64,1.363
2022-10-12 17:0:52.1560,1.059,-0.826,-0.641,1.488
2022-10-12 17:0:52.1660,0.572,-0.672,-0.543,1.036
2022-10-12 17:0:52.1760,0.249,-0.678,-0.471,0.862
2022-10-12 17:0:52.2120,0.419,-0.852,-0.708,1.184
2022-10-12 17:0:52.2120,0.419,-0.852,-0.708,1.184
2022-10-12 17:0:52.2130,0.419,-0.852,-0.708,1.184
2022-10-12 17:0:52.2160,0.498,-0.921,-0.76,1.294
2022-10-12 17:0:52.2260,0.418,-0.868,-0.645,1.159
2022-10-12 17:0:52.2360,0.346,-0.645,-0.505,0.889
2022-10-12 17:0:52.2470,0.48,-0.526,-0.261,0.758
2022-10-12 17:0:52.2570,0.223,-0.587,-0.274,0.685
2022-10-12 17:0:52.2670,0.059,-0.786,-0.528,0.949
2022-10-12 17:0:52.2770,0.128,-1.033,-0.622,1.213
2022-10-12 17:0:52.2900,0.648,-1.025,-0.731,1.416
2022-10-12 17:0:52.3170,0.127,-0.631,-0.243,0.688
2022-10-12 17:0:52.3170,0.127,-0.631,-0.243,0.688
2022-10-12 17:0:52.3180,0.127,-0.631,-0.243,0.688
2022-10-12 17:0:52.3270,-0.024,-0.675,-0.256,0.722
2022-10-12 17:0:52.3370,0.312,-0.826,-0.398,0.969
2022-10-12 17:0:52.3470,0.501,-0.921,-0.614,1.215
2022-10-12 17:0:52.3570,0.49,-0.98,-0.726,1.314
2022-10-12 17:0:52.3680,0.54,-1.008,-0.583,1.284
2022-10-12 17:0:52.3780,0.227,-0.866,-0.702,1.138
2022-10-12 17:0:52.4150,0.397,-0.807,-0.475,1.017
2022-10-12 17:0:52.4150,0.397,-0.807,-0.475,1.017
2022-10-12 17:0:52.4150,0.397,-0.807,-0.475,1.017
2022-10-12 17:0:52.4180,0.196,-0.575,-0.213,0.644
2022-10-12 17:0:52.4280,0.14,-0.431,-0.05,0.456
2022-10-12 17:0:52.4380,0.029,-0.638,-0.133,0.652
2022-10-12 17:0:52.4480,-0.18,-0.888,-0.68,1.133
2022-10-12 17:0:52.4580,0.071,-1.182,-0.658,1.355
2022-10-12 17:0:52.4690,0.437,-0.905,-0.85,1.316
2022-10-12 17:0:52.4790,0.803,-0.866,-0.702,1.374
2022-10-12 17:0:52.5120,0.5,-0.829,-0.417,1.054
2022-10-12 17:0:52.5130,0.5,-0.829,-0.417,1.054
2022-10-12 17:0:52.5130,0.5,-0.829,-0.417,1.054
2022-10-12 17:0:52.5180,0.717,-0.679,-0.372,1.055
2022-10-12 17:0:52.5290,0.387,-0.576,-0.285,0.75
2022-10-12 17:0:52.5390,0.255,-0.543,-0.24,0.646
2022-10-12 17:0:52.5490,0.56,-0.708,-0.434,1.002
2022-10-12 17:0:52.5590,0.56,-0.784,-0.661,1.168
2022-10-12 17:0:52.5700,0.561,-0.685,-0.672,1.112
2022-10-12 17:0:52.5800,0.473,-0.63,-0.679,1.04
2022-10-12 17:0:52.5940,0.36,-0.601,-0.551,0.891
2022-10-12 17:0:52.6220,0.68,-0.782,-0.625,1.21
2022-10-12 17:0:52.6220,0.68,-0.782,-0.625,1.21
2022-10-12 17:0:52.6220,0.68,-0.782,-0.625,1.21
2022-10-12 17:0:52.6300,0.54,-0.519,-0.365,0.833
2022-10-12 17:0:52.6390,0.279,-0.326,-0.222,0.483
2022-10-12 17:0:52.6500,0.09,-0.484,-0.155,0.516
2022-10-12 17:0:52.6600,-0.014,-0.913,-0.592,1.088
2022-10-12 17:0:52.6700,0.229,-1.063,-0.684,1.285
2022-10-12 17:0:52.6810,0.704,-0.876,-0.848,1.408
2022-10-12 17:0:52.6950,0.522,-0.901,-0.756,1.287
2022-10-12 17:0:52.7150,0.295,-0.72,-0.41,0.88
2022-10-12 17:0:52.7150,0.295,-0.72,-0.41,0.88
2022-10-12 17:0:52.7200,0.353,-0.9,-0.58,1.127
2022-10-12 17:0:52.7300,0.571,-0.924,-0.62,1.251
2022-10-12 17:0:52.7400,0.593,-0.808,-0.574,1.155
2022-10-12 17:0:52.7510,0.381,-0.504,-0.403,0.749
2022-10-12 17:0:52.7610,0.304,-0.376,-0.25,0.544
2022-10-12 17:0:52.7710,0.134,-0.544,-0.317,0.644
2022-10-12 17:0:52.7810,0.131,-0.862,-0.795,1.18
2022-10-12 17:0:52.8170,0.476,-0.8,-0.764,1.204
2022-10-12 17:0:52.8170,0.476,-0.8,-0.764,1.204
2022-10-12 17:0:52.8170,0.476,-0.8,-0.764,1.204
2022-10-12 17:0:52.8210,0.339,-0.614,-0.578,0.909
2022-10-12 17:0:52.8310,0.197,-0.554,-0.543,0.8
2022-10-12 17:0:52.8410,0.248,-0.556,-0.346,0.7
2022-10-12 17:0:52.8510,0.24,-0.687,-0.605,0.946
2022-10-12 17:0:52.8620,0.296,-0.888,-0.757,1.204
2022-10-12 17:0:52.8720,0.465,-0.965,-0.793,1.333
2022-10-12 17:0:52.8820,0.595,-0.765,-0.595,1.137
2022-10-12 17:0:52.9210,-0.042,-0.764,-0.299,0.821
2022-10-12 17:0:52.9220,-0.042,-0.764,-0.299,0.821
2022-10-12 17:0:52.9220,-0.042,-0.764,-0.299,0.821
2022-10-12 17:0:52.9230,-0.042,-0.764,-0.299,0.821
2022-10-12 17:0:52.9320,0.269,-1.051,-0.673,1.277
2022-10-12 17:0:52.9420,0.63,-1.31,-0.894,1.707
2022-10-12 17:0:52.9520,0.788,-1.131,-0.736,1.563
2022-10-12 17:0:52.9630,0.804,-0.723,-0.314,1.126
2022-10-12 17:0:52.9720,0.517,-0.289,0.006,0.592
2022-10-12 17:0:52.9830,0.127,-0.389,-0.039,0.411
2022-10-12 17:0:53.0210,0.918,-1.001,-1.048,1.716
2022-10-12 17:0:53.0220,0.918,-1.001,-1.048,1.716
2022-10-12 17:0:53.0220,0.747,-0.867,-0.932,1.476
2022-10-12 17:0:53.0230,0.747,-0.867,-0.932,1.476
2022-10-12 17:0:53.0320,0.65,-0.716,-0.785,1.246
2022-10-12 17:0:53.0430,0.435,-0.387,-0.44,0.73
2022-10-12 17:0:53.0530,0.163,-0.314,-0.25,0.433
2022-10-12 17:0:53.0630,0.099,-0.387,-0.287,0.492
2022-10-12 17:0:53.0730,0.165,-0.649,-0.586,0.89
2022-10-12 17:0:53.0840,0.141,-0.943,-0.741,1.208
2022-10-12 17:0:53.1210,0.365,-0.789,-0.475,0.991
2022-10-12 17:0:53.1210,0.365,-0.789,-0.475,0.991
2022-10-12 17:0:53.1210,0.365,-0.789,-0.475,0.991
2022-10-12 17:0:53.1230,0.033,-0.923,-0.495,1.048
2022-10-12 17:0:53.1340,0.053,-1.077,-0.608,1.238
2022-10-12 17:0:53.1440,0.516,-1.132,-0.674,1.415
2022-10-12 17:0:53.1540,0.75,-0.954,-0.574,1.342
2022-10-12 17:0:53.1650,0.616,-0.669,-0.328,0.967
2022-10-12 17:0:53.1760,0.37,-0.647,-0.139,0.758
2022-10-12 17:0:53.1850,0.191,-0.745,-0.354,0.847
2022-10-12 17:0:53.2210,0.588,-0.718,-0.673,1.146
2022-10-12 17:0:53.2210,0.588,-0.718,-0.673,1.146
2022-10-12 17:0:53.2210,0.588,-0.718,-0.673,1.146
2022-10-12 17:0:53.2240,0.488,-0.521,-0.418,0.827
2022-10-12 17:0:53.2340,0.148,-0.553,-0.348,0.67
2022-10-12 17:0:53.2440,0.027,-0.611,-0.44,0.753
2022-10-12 17:0:53.2550,0.167,-0.834,-0.562,1.019
2022-10-12 17:0:53.2650,0.201,-0.977,-0.874,1.326
2022-10-12 17:0:53.2750,0.263,-1.111,-0.848,1.422
2022-10-12 17:0:53.2850,0.445,-0.946,-0.709,1.263
2022-10-12 17:0:53.3000,0.531,-0.759,-0.449,1.029
2022-10-12 17:0:53.3250,0.355,-0.57,-0.343,0.754
2022-10-12 17:0:53.3250,0.355,-0.57,-0.343,0.754
2022-10-12 17:0:53.3260,0.355,-0.57,-0.343,0.754
2022-10-12 17:0:53.3350,0.383,-0.552,-0.452,0.81
2022-10-12 17:0:53.3500,0.214,-0.599,-0.529,0.827
2022-10-12 17:0:53.3550,0.517,-0.838,-0.669,1.19
2022-10-12 17:0:53.3650,0.696,-0.927,-0.875,1.452
2022-10-12 17:0:53.3760,0.667,-0.767,-0.723,1.247
2022-10-12 17:0:53.3860,0.543,-0.628,-0.502,0.97
2022-10-12 17:0:53.4010,0.59,-0.625,-0.399,0.948
2022-10-12 17:0:53.4260,0.628,-0.906,-0.437,1.186
2022-10-12 17:0:53.4260,0.628,-0.906,-0.437,1.186
2022-10-12 17:0:53.4260,0.628,-0.906,-0.437,1.186
2022-10-12 17:0:53.4360,0.755,-0.884,-0.486,1.26
2022-10-12 17:0:53.4480,0.432,-0.804,-0.505,1.043
2022-10-12 17:0:53.4560,0.258,-0.753,-0.469,0.924
2022-10-12 17:0:53.4660,0.165,-0.87,-0.697,1.127
2022-10-12 17:0:53.4770,0.324,-1.026,-0.861,1.378
2022-10-12 17:0:53.4870,0.414,-0.938,-0.753,1.272
2022-10-12 17:0:53.5260,0.137,-0.55,-0.237,0.614
2022-10-12 17:0:53.5260,0.137,-0.55,-0.237,0.614
2022-10-12 17:0:53.5260,0.182,-0.632,-0.317,0.73
2022-10-12 17:0:53.5270,0.182,-0.632,-0.317,0.73
2022-10-12 17:0:53.5370,0.482,-0.765,-0.535,1.051
2022-10-12 17:0:53.5470,0.439,-0.803,-0.61,1.1
2022-10-12 17:0:53.5570,0.276,-0.781,-0.666,1.063
2022-10-12 17:0:53.5670,0.348,-0.87,-0.648,1.139
2022-10-12 17:0:53.5790,0.472,-0.938,-0.666,1.243
2022-10-12 17:0:53.5870,0.473,-0.89,-0.617,1.182
2022-10-12 17:0:53.6230,0.2,-0.505,-0.276,0.609
2022-10-12 17:0:53.6230,0.2,-0.505,-0.276,0.609
2022-10-12 17:0:53.6230,0.2,-0.505,-0.276,0.609
2022-10-12 17:0:53.6270,0.251,-0.607,-0.428,0.784
2022-10-12 17:0:53.6380,0.43,-0.896,-0.731,1.234
2022-10-12 17:0:53.6480,0.531,-1.023,-1.004,1.529
2022-10-12 17:0:53.6570,0.526,-0.974,-1.034,1.515
2022-10-12 17:0:53.6680,0.354,-0.815,-0.864,1.239
2022-10-12 17:0:53.6780,0.421,-0.597,-0.516,0.894
2022-10-12 17:0:53.6880,0.355,-0.324,-0.271,0.552
2022-10-12 17:0:53.7300,0.554,-1.048,-0.775,1.416
2022-10-12 17:0:53.7310,0.554,-1.048,-0.775,1.416
2022-10-12 17:0:53.7310,0.554,-1.048,-0.775,1.416
2022-10-12 17:0:53.7310,0.554,-1.048,-0.775,1.416
2022-10-12 17:0:53.7380,0.836,-0.877,-0.785,1.444
2022-10-12 17:0:53.7490,0.433,-0.58,-0.536,0.901
2022-10-12 17:0:53.7580,0.137,-0.42,-0.192,0.482
2022-10-12 17:0:53.7680,0.136,-0.415,-0.097,0.447
2022-10-12 17:0:53.7790,0.271,-0.475,-0.372,0.661
2022-10-12 17:0:53.7890,0.17,-0.665,-0.582,0.9
2022-10-12 17:0:53.8260,0.646,-1.071,-0.86,1.518
2022-10-12 17:0:53.8260,0.646,-1.071,-0.86,1.518
2022-10-12 17:0:53.8270,0.646,-1.071,-0.86,1.518
2022-10-12 17:0:53.8290,0.495,-0.889,-0.707,1.239
2022-10-12 17:0:53.8390,0.429,-0.573,-0.331,0.789
2022-10-12 17:0:53.8490,0.33,-0.539,-0.227,0.672
2022-10-12 17:0:53.8590,0.377,-0.63,-0.375,0.824
2022-10-12 17:0:53.8700,0.587,-0.645,-0.372,0.948
2022-10-12 17:0:53.8800,0.748,-0.798,-0.554,1.226
2022-10-12 17:0:53.8900,0.383,-0.866,-0.839,1.265
2022-10-12 17:0:53.9290,0.53,-0.61,-0.597,1.005
2022-10-12 17:0:53.9290,0.53,-0.61,-0.597,1.005
2022-10-12 17:0:53.9290,0.53,-0.61,-0.597,1.005
2022-10-12 17:0:53.9310,0.435,-0.317,-0.332,0.632
2022-10-12 17:0:53.9400,0.21,-0.537,-0.458,0.736
