"Segment","Latitude","Longitude","Altitude (m)","Time (UTC ISO)","Time (UTC)","Time (Local)","UNIX Epoch Time"
1,"53.344857556332514","-6.257525732886487","5.754741191864014","2022-10-12T15:54:57.002Z","2022-10-12 15:54:57.002","2022-10-12 16:54:57.002","1665590097.0015602"
1,"53.34483115320124","-6.257576965110457","5.79625940322876","2022-10-12T15:54:58.002Z","2022-10-12 15:54:58.002","2022-10-12 16:54:58.002","1665590098.0015893"
1,"53.34479608509529","-6.257628580755424","5.82405948638916","2022-10-12T15:54:59.002Z","2022-10-12 15:54:59.002","2022-10-12 16:54:59.002","1665590099.0016186"
1,"53.34476251129782","-6.257678897836089","5.841612815856934","2022-10-12T15:55:00.002Z","2022-10-12 15:55:00.002","2022-10-12 16:55:00.002","1665590100.0016491"
1,"53.34472656836183","-6.2577378746422525","5.852592945098877","2022-10-12T15:55:01.002Z","2022-10-12 15:55:01.002","2022-10-12 16:55:01.002","1665590101.0016785"
1,"53.34469228944163","-6.257803051614176","5.859452247619629","2022-10-12T15:55:02.002Z","2022-10-12 15:55:02.002","2022-10-12 16:55:02.002","1665590102.001708"
1,"53.34466567862086","-6.257862972707781","5.830636501312256","2022-10-12T15:55:03.002Z","2022-10-12 15:55:03.002","2022-10-12 16:55:03.002","1665590103.001738"
1,"53.34464652988302","-6.257907432734522","5.794740676879883","2022-10-12T15:55:04.002Z","2022-10-12 15:55:04.002","2022-10-12 16:55:04.002","1665590104.001769"
1,"53.34463322235986","-6.257956705117848","5.769123554229736","2022-10-12T15:55:05.002Z","2022-10-12 15:55:05.002","2022-10-12 16:55:05.002","1665590105.0017986"
1,"53.34460586267061","-6.2580038077590165","5.763372421264648","2022-10-12T15:55:06.002Z","2022-10-12 15:55:06.002","2022-10-12 16:55:06.002","1665590106.0018282"
1,"53.34458177528926","-6.258044152198289","5.772966384887695","2022-10-12T15:55:07.002Z","2022-10-12 15:55:07.002","2022-10-12 16:55:07.002","1665590107.001859"
1,"53.34456811589956","-6.258078552283481","5.799630641937256","2022-10-12T15:55:08.002Z","2022-10-12 15:55:08.002","2022-10-12 16:55:08.002","1665590108.0018883"
1,"53.344552508074536","-6.258119504434376","5.825364589691162","2022-10-12T15:55:09.002Z","2022-10-12 15:55:09.002","2022-10-12 16:55:09.002","1665590109.0019193"
1,"53.34453889097651","-6.25815887114631","5.842347621917725","2022-10-12T15:55:10.002Z","2022-10-12 15:55:10.002","2022-10-12 16:55:10.002","1665590110.0019488"
1,"53.34452503734641","-6.258190438387017","5.853044033050537","2022-10-12T15:55:11.002Z","2022-10-12 15:55:11.002","2022-10-12 16:55:11.002","1665590111.001979"
1,"53.34451643629981","-6.258221240941332","5.8597307205200195","2022-10-12T15:55:12.002Z","2022-10-12 15:55:12.002","2022-10-12 16:55:12.002","1665590112.0020092"
1,"53.344507411076606","-6.25825539863768","5.8639116287231445","2022-10-12T15:55:13.002Z","2022-10-12 15:55:13.002","2022-10-12 16:55:13.002","1665590113.0020385"
1,"53.34450085218701","-6.258280392202729","5.866519927978516","2022-10-12T15:55:14.002Z","2022-10-12 15:55:14.002","2022-10-12 16:55:14.002","1665590114.0020695"
1,"53.34449106973185","-6.258316860280662","5.86815071105957","2022-10-12T15:55:15.002Z","2022-10-12 15:55:15.002","2022-10-12 16:55:15.002","1665590115.0021"
1,"53.34448425313518","-6.258358278936413","5.869168758392334","2022-10-12T15:55:16.002Z","2022-10-12 15:55:16.002","2022-10-12 16:55:16.002","1665590116.002129"
1,"53.344479091958256","-6.258396868960473","5.8958024978637695","2022-10-12T15:55:17.002Z","2022-10-12 15:55:17.002","2022-10-12 16:55:17.002","1665590117.00216"
1,"53.34447475213195","-6.258438819408229","5.956686496734619","2022-10-12T15:55:18.002Z","2022-10-12 15:55:18.002","2022-10-12 16:55:18.002","1665590118.0021906"
1,"53.34447292807591","-6.258469688452001","6.045807361602783","2022-10-12T15:55:19.002Z","2022-10-12 15:55:19.002","2022-10-12 16:55:19.002","1665590119.0022202"
1,"53.344474664227135","-6.258491834735418","6.141120433807373","2022-10-12T15:55:20.002Z","2022-10-12 15:55:20.002","2022-10-12 16:55:20.002","1665590120.0022511"
1,"53.3444869018048","-6.258487509437401","6.22758674621582","2022-10-12T15:55:21.002Z","2022-10-12 15:55:21.002","2022-10-12 16:55:21.002","1665590121.0022807"
1,"53.34448623243882","-6.25851452846222","6.271327972412109","2022-10-12T15:55:22.002Z","2022-10-12 15:55:22.002","2022-10-12 16:55:22.002","1665590122.0023108"
1,"53.34448504028474","-6.258535733621771","6.325998783111572","2022-10-12T15:55:23.002Z","2022-10-12 15:55:23.002","2022-10-12 16:55:23.002","1665590123.0023413"
1,"53.344479620063936","-6.2585700152294965","6.385848045349121","2022-10-12T15:55:24.002Z","2022-10-12 15:55:24.002","2022-10-12 16:55:24.002","1665590124.002371"
1,"53.34448108111873","-6.258592205169907","6.467024326324463","2022-10-12T15:55:25.002Z","2022-10-12 15:55:25.002","2022-10-12 16:55:25.002","1665590125.0024009"
1,"53.34447771867281","-6.258617926249214","6.544022560119629","2022-10-12T15:55:26.002Z","2022-10-12 15:55:26.002","2022-10-12 16:55:26.002","1665590126.0024357"
