time,gFx,gFy,gFz,
01:54.1,0.335,-0.801,-0.52,1.012
01:54.1,0.335,-0.802,-0.518,1.012
01:54.1,0.334,-0.796,-0.513,1.004
01:54.1,0.334,-0.796,-0.513,1.004
01:54.1,0.334,-0.796,-0.513,1.004
01:54.1,0.336,-0.797,-0.515,1.007
01:54.1,0.335,-0.797,-0.516,1.007
01:54.1,0.334,-0.798,-0.515,1.007
01:54.1,0.335,-0.8,-0.514,1.008
01:54.1,0.331,-0.799,-0.512,1.005
01:54.2,0.33,-0.801,-0.512,1.006
01:54.2,0.33,-0.801,-0.512,1.006
01:54.2,0.335,-0.795,-0.517,1.006
01:54.2,0.335,-0.795,-0.517,1.006
01:54.2,0.335,-0.795,-0.517,1.006
01:54.2,0.335,-0.79,-0.519,1.003
01:54.2,0.336,-0.79,-0.52,1.004
01:54.2,0.337,-0.789,-0.522,1.004
01:54.2,0.333,-0.789,-0.526,1.005
01:54.2,0.332,-0.788,-0.528,1.005
01:54.3,0.339,-0.79,-0.525,1.007
01:54.3,0.339,-0.793,-0.522,1.008
01:54.3,0.329,-0.797,-0.52,1.007
01:54.3,0.329,-0.797,-0.52,1.007
01:54.3,0.329,-0.797,-0.52,1.007
01:54.3,0.333,-0.799,-0.517,1.008
01:54.3,0.334,-0.8,-0.515,1.008
01:54.3,0.335,-0.799,-0.512,1.006
01:54.3,0.337,-0.797,-0.508,1.003
01:54.3,0.339,-0.795,-0.509,1.003
01:54.4,0.33,-0.794,-0.514,1.002
01:54.4,0.333,-0.795,-0.517,1.005
01:54.4,0.332,-0.799,-0.517,1.008
01:54.4,0.332,-0.799,-0.517,1.008
01:54.4,0.332,-0.799,-0.517,1.008
01:54.4,0.334,-0.801,-0.514,1.009
01:54.4,0.332,-0.802,-0.512,1.008
01:54.4,0.331,-0.802,-0.514,1.008
01:54.4,0.332,-0.801,-0.515,1.008
01:54.4,0.332,-0.799,-0.52,1.009
01:54.5,0.334,-0.797,-0.523,1.01
01:54.5,0.332,-0.795,-0.528,1.01
01:54.5,0.338,-0.786,-0.523,1.003
01:54.5,0.338,-0.786,-0.523,1.003
01:54.5,0.338,-0.786,-0.523,1.003
01:54.5,0.339,-0.786,-0.522,1.003
01:54.5,0.337,-0.784,-0.525,1.002
01:54.5,0.334,-0.785,-0.53,1.004
01:54.5,0.333,-0.787,-0.533,1.007
01:54.5,0.334,-0.788,-0.534,1.009
01:54.6,0.333,-0.789,-0.533,1.009
01:54.6,0.336,-0.788,-0.529,1.007
01:54.6,0.334,-0.791,-0.525,1.006
01:54.6,0.334,-0.791,-0.525,1.006
01:54.6,0.334,-0.791,-0.525,1.006
01:54.6,0.334,-0.788,-0.523,1.003
01:54.6,0.333,-0.788,-0.523,1.003
01:54.6,0.337,-0.79,-0.523,1.006
01:54.6,0.337,-0.794,-0.521,1.008
01:54.6,0.333,-0.796,-0.521,1.008
01:54.7,0.332,-0.797,-0.521,1.008
01:54.7,0.339,-0.797,-0.519,1.01
01:54.7,0.335,-0.796,-0.519,1.008
01:54.7,0.334,-0.799,-0.515,1.008
01:54.7,0.334,-0.799,-0.515,1.008
01:54.7,0.334,-0.799,-0.515,1.008
01:54.7,0.336,-0.799,-0.513,1.007
01:54.7,0.335,-0.8,-0.511,1.007
01:54.7,0.335,-0.802,-0.509,1.007
01:54.7,0.334,-0.802,-0.509,1.007
01:54.8,0.333,-0.801,-0.509,1.006
01:54.8,0.335,-0.801,-0.509,1.006
01:54.8,0.334,-0.794,-0.518,1.005
01:54.8,0.334,-0.794,-0.518,1.005
01:54.8,0.334,-0.794,-0.518,1.005
01:54.8,0.334,-0.794,-0.518,1.005
01:54.8,0.332,-0.793,-0.522,1.006
01:54.8,0.333,-0.793,-0.522,1.006
01:54.8,0.333,-0.793,-0.524,1.007
01:54.8,0.334,-0.793,-0.524,1.007
01:54.9,0.334,-0.793,-0.525,1.008
01:54.9,0.335,-0.792,-0.524,1.007
01:54.9,0.336,-0.79,-0.525,1.006
01:54.9,0.336,-0.79,-0.525,1.006
01:54.9,0.336,-0.79,-0.525,1.006
01:54.9,0.335,-0.791,-0.526,1.007
01:54.9,0.335,-0.791,-0.524,1.006
01:54.9,0.334,-0.789,-0.526,1.005
01:54.9,0.333,-0.79,-0.526,1.006
01:54.9,0.334,-0.789,-0.526,1.005
01:55.0,0.335,-0.791,-0.525,1.007
01:55.0,0.336,-0.791,-0.525,1.007
01:55.0,0.334,-0.791,-0.524,1.006
01:55.0,0.334,-0.791,-0.524,1.006
01:55.0,0.334,-0.791,-0.524,1.006
01:55.0,0.332,-0.794,-0.522,1.007
01:55.0,0.334,-0.791,-0.517,1.002
01:55.0,0.336,-0.79,-0.519,1.003
01:55.0,0.336,-0.795,-0.521,1.008
01:55.0,0.336,-0.8,-0.52,1.012
01:55.1,0.331,-0.8,-0.522,1.011
01:55.1,0.327,-0.795,-0.525,1.007
01:55.1,0.33,-0.791,-0.526,1.006
01:55.1,0.33,-0.791,-0.526,1.006
01:55.1,0.332,-0.79,-0.525,1.005
01:55.1,0.332,-0.79,-0.525,1.005
01:55.1,0.335,-0.792,-0.522,1.006
01:55.1,0.336,-0.793,-0.52,1.006
01:55.1,0.338,-0.793,-0.518,1.006
01:55.1,0.337,-0.795,-0.518,1.007
01:55.2,0.338,-0.795,-0.516,1.006
01:55.2,0.335,-0.793,-0.518,1.005
01:55.2,0.335,-0.794,-0.521,1.007
01:55.2,0.335,-0.794,-0.521,1.007
01:55.2,0.335,-0.794,-0.521,1.007
01:55.2,0.334,-0.793,-0.524,1.007
01:55.2,0.334,-0.794,-0.526,1.009
01:55.2,0.334,-0.794,-0.525,1.009
01:55.2,0.337,-0.792,-0.522,1.007
01:55.2,0.336,-0.791,-0.521,1.005
01:55.3,0.338,-0.79,-0.518,1.003
01:55.3,0.336,-0.788,-0.52,1.002
01:55.3,0.333,-0.793,-0.526,1.008
01:55.3,0.333,-0.793,-0.526,1.008
01:55.3,0.334,-0.794,-0.527,1.01
01:55.3,0.334,-0.794,-0.527,1.01
01:55.3,0.336,-0.795,-0.523,1.009
01:55.3,0.337,-0.796,-0.521,1.009
01:55.3,0.337,-0.794,-0.521,1.008
01:55.4,0.335,-0.792,-0.522,1.006
01:55.4,0.335,-0.791,-0.523,1.006
01:55.4,0.335,-0.791,-0.523,1.006
01:55.4,0.333,-0.79,-0.525,1.005
01:55.4,0.333,-0.791,-0.524,1.006
01:55.4,0.333,-0.791,-0.524,1.006
01:55.4,0.335,-0.793,-0.523,1.007
01:55.4,0.335,-0.796,-0.521,1.009
01:55.4,0.337,-0.797,-0.518,1.009
01:55.4,0.338,-0.792,-0.519,1.005
01:55.5,0.334,-0.791,-0.526,1.007
01:55.5,0.334,-0.792,-0.528,1.009
01:55.5,0.331,-0.791,-0.531,1.009
01:55.5,0.326,-0.787,-0.534,1.005
01:55.5,0.341,-0.786,-0.531,1.008
01:55.5,0.341,-0.786,-0.531,1.008
01:55.5,0.336,-0.786,-0.531,1.006
01:55.5,0.333,-0.787,-0.529,1.005
01:55.5,0.334,-0.788,-0.526,1.005
01:55.5,0.336,-0.79,-0.522,1.005
01:55.6,0.338,-0.791,-0.523,1.007
01:55.6,0.339,-0.792,-0.523,1.008
01:55.6,0.339,-0.793,-0.52,1.007
01:55.6,0.336,-0.792,-0.522,1.006
01:55.6,0.333,-0.79,-0.525,1.005
01:55.6,0.333,-0.79,-0.525,1.005
01:55.6,0.333,-0.79,-0.525,1.005
01:55.6,0.333,-0.791,-0.526,1.007
01:55.6,0.333,-0.792,-0.526,1.007
01:55.6,0.333,-0.793,-0.526,1.008
01:55.7,0.334,-0.792,-0.524,1.007
01:55.7,0.334,-0.792,-0.52,1.005
01:55.7,0.335,-0.794,-0.518,1.005
01:55.7,0.335,-0.795,-0.52,1.007
01:55.7,0.335,-0.795,-0.52,1.007
01:55.7,0.335,-0.795,-0.52,1.007
01:55.7,0.336,-0.797,-0.521,1.01
01:55.7,0.335,-0.795,-0.521,1.008
01:55.7,0.334,-0.794,-0.521,1.007
01:55.7,0.335,-0.793,-0.521,1.006
01:55.8,0.334,-0.794,-0.523,1.008
01:55.8,0.333,-0.794,-0.523,1.007
01:55.8,0.334,-0.794,-0.521,1.007
01:55.8,0.337,-0.794,-0.517,1.006
01:55.8,0.337,-0.794,-0.517,1.006
01:55.8,0.337,-0.794,-0.517,1.006
01:55.8,0.335,-0.791,-0.518,1.003
01:55.8,0.335,-0.791,-0.52,1.004
01:55.8,0.334,-0.791,-0.519,1.003
01:55.8,0.334,-0.791,-0.521,1.004
01:55.9,0.335,-0.791,-0.521,1.005
01:55.9,0.337,-0.791,-0.521,1.005
01:55.9,0.336,-0.794,-0.522,1.008
01:55.9,0.329,-0.795,-0.524,1.007
01:55.9,0.329,-0.795,-0.524,1.007
01:55.9,0.329,-0.795,-0.524,1.007
01:55.9,0.336,-0.795,-0.522,1.009
01:55.9,0.34,-0.795,-0.52,1.009
01:55.9,0.335,-0.793,-0.52,1.006
01:55.9,0.333,-0.792,-0.52,1.004
01:56.0,0.333,-0.792,-0.519,1.004
01:56.0,0.335,-0.794,-0.515,1.004
01:56.0,0.335,-0.795,-0.514,1.004
01:56.0,0.333,-0.801,-0.517,1.01
01:56.0,0.333,-0.801,-0.517,1.01
01:56.0,0.333,-0.801,-0.517,1.01
01:56.0,0.33,-0.801,-0.518,1.009
01:56.0,0.329,-0.799,-0.517,1.007
01:56.0,0.331,-0.798,-0.516,1.006
01:56.0,0.334,-0.799,-0.516,1.008
01:56.1,0.336,-0.798,-0.516,1.008
01:56.1,0.335,-0.796,-0.515,1.006
01:56.1,0.332,-0.794,-0.518,1.004
01:56.1,0.332,-0.796,-0.519,1.007
01:56.1,0.332,-0.796,-0.519,1.007
01:56.1,0.332,-0.796,-0.519,1.007
01:56.1,0.333,-0.799,-0.521,1.01
01:56.1,0.333,-0.799,-0.521,1.01
01:56.1,0.333,-0.799,-0.518,1.009
01:56.1,0.332,-0.799,-0.516,1.007
01:56.2,0.335,-0.798,-0.515,1.007
01:56.2,0.336,-0.796,-0.516,1.006
01:56.2,0.336,-0.795,-0.518,1.007
01:56.2,0.334,-0.79,-0.522,1.004
01:56.2,0.334,-0.79,-0.522,1.004
01:56.2,0.334,-0.79,-0.522,1.004
01:56.2,0.334,-0.79,-0.522,1.004
01:56.2,0.333,-0.792,-0.52,1.004
01:56.2,0.334,-0.792,-0.521,1.005
01:56.2,0.336,-0.795,-0.52,1.008
01:56.3,0.335,-0.798,-0.518,1.009
01:56.3,0.335,-0.795,-0.516,1.005
01:56.3,0.336,-0.793,-0.517,1.005
01:56.3,0.334,-0.796,-0.524,1.01
01:56.3,0.334,-0.796,-0.524,1.01
01:56.3,0.334,-0.796,-0.524,1.01
01:56.3,0.326,-0.792,-0.525,1.005
01:56.3,0.332,-0.793,-0.523,1.006
01:56.3,0.338,-0.795,-0.519,1.008
01:56.3,0.333,-0.797,-0.517,1.007
01:56.4,0.332,-0.801,-0.515,1.008
01:56.4,0.333,-0.801,-0.511,1.007
01:56.4,0.335,-0.803,-0.508,1.008
01:56.4,0.335,-0.801,-0.507,1.005
01:56.4,0.335,-0.801,-0.507,1.005
01:56.4,0.335,-0.801,-0.507,1.005
01:56.4,0.334,-0.799,-0.512,1.006
01:56.4,0.331,-0.797,-0.517,1.006
01:56.4,0.332,-0.794,-0.521,1.006
01:56.4,0.332,-0.791,-0.524,1.005
01:56.5,0.333,-0.791,-0.525,1.006
01:56.5,0.334,-0.79,-0.525,1.006
01:56.5,0.333,-0.791,-0.525,1.006
01:56.5,0.335,-0.794,-0.526,1.01
01:56.5,0.335,-0.794,-0.526,1.01
01:56.5,0.335,-0.794,-0.526,1.01
01:56.5,0.333,-0.795,-0.525,1.009
01:56.5,0.335,-0.794,-0.526,1.01
01:56.5,0.335,-0.792,-0.527,1.009
01:56.5,0.337,-0.79,-0.527,1.008
01:56.6,0.337,-0.789,-0.528,1.007
01:56.6,0.338,-0.788,-0.527,1.006
01:56.6,0.336,-0.788,-0.525,1.005
01:56.6,0.334,-0.792,-0.52,1.005
01:56.6,0.334,-0.792,-0.52,1.005
01:56.6,0.334,-0.792,-0.52,1.005
01:56.6,0.335,-0.793,-0.52,1.006
01:56.6,0.336,-0.795,-0.521,1.008
01:56.6,0.336,-0.795,-0.52,1.008
01:56.7,0.336,-0.791,-0.519,1.004
01:56.7,0.335,-0.789,-0.521,1.003
01:56.7,0.333,-0.79,-0.525,1.005
01:56.7,0.335,-0.789,-0.526,1.006
01:56.7,0.337,-0.79,-0.526,1.007
01:56.7,0.336,-0.793,-0.524,1.008
01:56.7,0.336,-0.793,-0.524,1.008
01:56.7,0.336,-0.793,-0.524,1.008
01:56.7,0.33,-0.794,-0.525,1.007
01:56.7,0.33,-0.796,-0.522,1.007
01:56.8,0.336,-0.799,-0.52,1.011
01:56.8,0.336,-0.8,-0.52,1.012
01:56.8,0.331,-0.799,-0.519,1.009
01:56.8,0.332,-0.797,-0.518,1.007
01:56.8,0.337,-0.792,-0.515,1.003
01:56.8,0.337,-0.792,-0.515,1.003
01:56.8,0.337,-0.792,-0.515,1.003
01:56.8,0.336,-0.792,-0.515,1.003
01:56.8,0.337,-0.793,-0.517,1.005
01:56.8,0.335,-0.793,-0.518,1.005
01:56.9,0.333,-0.795,-0.52,1.007
01:56.9,0.332,-0.796,-0.521,1.008
01:56.9,0.333,-0.796,-0.522,1.008
01:56.9,0.333,-0.796,-0.522,1.008
01:56.9,0.333,-0.797,-0.52,1.008
01:56.9,0.332,-0.791,-0.522,1.004
01:56.9,0.332,-0.791,-0.522,1.004
01:56.9,0.332,-0.791,-0.522,1.004
01:56.9,0.333,-0.792,-0.523,1.006
01:56.9,0.336,-0.793,-0.522,1.007
01:57.0,0.335,-0.794,-0.524,1.009
01:57.0,0.334,-0.795,-0.523,1.009
01:57.0,0.335,-0.796,-0.52,1.008
01:57.0,0.335,-0.796,-0.519,1.008
01:57.0,0.332,-0.796,-0.519,1.007
01:57.0,0.332,-0.796,-0.519,1.007
01:57.0,0.332,-0.796,-0.519,1.007
01:57.0,0.332,-0.796,-0.519,1.007
01:57.0,0.334,-0.794,-0.518,1.005
01:57.0,0.335,-0.795,-0.517,1.006
01:57.1,0.335,-0.794,-0.517,1.005
01:57.1,0.333,-0.794,-0.518,1.005
01:57.1,0.333,-0.795,-0.517,1.005
01:57.1,0.335,-0.797,-0.518,1.008
01:57.1,0.335,-0.799,-0.519,1.01
01:57.1,0.335,-0.792,-0.519,1.004
01:57.1,0.335,-0.792,-0.519,1.004
01:57.1,0.335,-0.792,-0.519,1.004
01:57.1,0.338,-0.794,-0.518,1.006
01:57.2,0.334,-0.796,-0.519,1.007
01:57.2,0.329,-0.795,-0.522,1.006
01:57.2,0.334,-0.796,-0.522,1.009
01:57.2,0.338,-0.797,-0.519,1.009
01:57.2,0.334,-0.796,-0.519,1.007
01:57.2,0.332,-0.796,-0.52,1.007
01:57.2,0.335,-0.794,-0.521,1.007
01:57.2,0.335,-0.794,-0.521,1.007
01:57.2,0.333,-0.794,-0.521,1.006
01:57.2,0.335,-0.796,-0.518,1.007
01:57.2,0.336,-0.796,-0.516,1.006
01:57.3,0.334,-0.796,-0.514,1.005
01:57.3,0.335,-0.798,-0.512,1.006
01:57.3,0.334,-0.799,-0.512,1.006
01:57.3,0.334,-0.8,-0.515,1.008
01:57.3,0.333,-0.796,-0.52,1.007
01:57.3,0.333,-0.796,-0.52,1.007
01:57.3,0.333,-0.796,-0.52,1.007
01:57.3,0.332,-0.795,-0.521,1.007
01:57.3,0.332,-0.793,-0.523,1.006
01:57.3,0.333,-0.792,-0.524,1.006
01:57.4,0.334,-0.792,-0.523,1.006
01:57.4,0.334,-0.793,-0.522,1.006
01:57.4,0.333,-0.794,-0.522,1.007
01:57.4,0.333,-0.795,-0.521,1.007
01:57.4,0.335,-0.796,-0.519,1.008
01:57.4,0.335,-0.796,-0.519,1.008
01:57.4,0.335,-0.796,-0.519,1.008
01:57.4,0.336,-0.795,-0.519,1.007
01:57.4,0.335,-0.795,-0.52,1.007
01:57.4,0.335,-0.793,-0.521,1.006
01:57.5,0.333,-0.793,-0.524,1.007
01:57.5,0.334,-0.793,-0.523,1.007
01:57.5,0.335,-0.792,-0.522,1.006
01:57.5,0.335,-0.791,-0.52,1.004
01:57.5,0.334,-0.791,-0.519,1.003
01:57.5,0.334,-0.798,-0.518,1.008
01:57.5,0.334,-0.798,-0.518,1.008
01:57.5,0.336,-0.795,-0.514,1.005
01:57.5,0.337,-0.794,-0.515,1.005
01:57.5,0.337,-0.797,-0.516,1.007
01:57.6,0.336,-0.798,-0.519,1.009
01:57.6,0.331,-0.796,-0.521,1.007
01:57.6,0.33,-0.793,-0.523,1.006
01:57.6,0.334,-0.793,-0.522,1.006
01:57.6,0.332,-0.793,-0.522,1.006
01:57.6,0.332,-0.793,-0.522,1.006
01:57.6,0.332,-0.793,-0.522,1.006
01:57.6,0.332,-0.796,-0.519,1.007
01:57.6,0.336,-0.796,-0.519,1.008
01:57.6,0.333,-0.798,-0.517,1.007
01:57.7,0.338,-0.798,-0.516,1.009
01:57.7,0.336,-0.797,-0.515,1.007
01:57.7,0.333,-0.795,-0.517,1.005
01:57.7,0.334,-0.794,-0.517,1.005
01:57.7,0.332,-0.794,-0.521,1.006
01:57.7,0.332,-0.794,-0.521,1.006
01:57.7,0.332,-0.794,-0.521,1.006
01:57.7,0.334,-0.796,-0.52,1.008
01:57.7,0.334,-0.797,-0.52,1.009
01:57.7,0.331,-0.797,-0.52,1.008
01:57.8,0.332,-0.798,-0.519,1.008
01:57.8,0.334,-0.798,-0.519,1.009
01:57.8,0.332,-0.796,-0.521,1.008
01:57.8,0.333,-0.793,-0.523,1.007
01:57.8,0.336,-0.789,-0.524,1.005
01:57.8,0.336,-0.789,-0.524,1.005
01:57.8,0.336,-0.789,-0.524,1.005
01:57.8,0.336,-0.789,-0.524,1.005
01:57.8,0.336,-0.79,-0.521,1.004
01:57.9,0.336,-0.792,-0.52,1.005
01:57.9,0.337,-0.794,-0.519,1.007
01:57.9,0.335,-0.797,-0.517,1.007
01:57.9,0.336,-0.799,-0.516,1.009
01:57.9,0.335,-0.8,-0.516,1.009
01:57.9,0.336,-0.795,-0.516,1.006
01:57.9,0.336,-0.795,-0.516,1.006
01:57.9,0.336,-0.795,-0.516,1.006
01:57.9,0.337,-0.796,-0.517,1.007
01:57.9,0.335,-0.793,-0.516,1.004
01:58.0,0.337,-0.789,-0.516,1.001
01:58.0,0.336,-0.789,-0.52,1.003
01:58.0,0.336,-0.794,-0.519,1.006
01:58.0,0.333,-0.795,-0.52,1.007
01:58.0,0.329,-0.795,-0.523,1.007
01:58.0,0.335,-0.793,-0.522,1.007
01:58.0,0.333,-0.793,-0.522,1.006
01:58.0,0.333,-0.793,-0.522,1.006
01:58.0,0.333,-0.793,-0.522,1.006
01:58.0,0.333,-0.792,-0.521,1.005
01:58.1,0.334,-0.793,-0.519,1.005
01:58.1,0.337,-0.795,-0.519,1.007
01:58.1,0.338,-0.795,-0.518,1.007
01:58.1,0.336,-0.795,-0.518,1.007
01:58.1,0.335,-0.795,-0.518,1.006
01:58.1,0.332,-0.795,-0.519,1.006
01:58.1,0.332,-0.795,-0.519,1.006
01:58.1,0.332,-0.795,-0.519,1.006
01:58.1,0.334,-0.795,-0.521,1.007
01:58.1,0.335,-0.796,-0.52,1.008
01:58.2,0.333,-0.795,-0.52,1.007
01:58.2,0.331,-0.793,-0.519,1.004
01:58.2,0.33,-0.793,-0.519,1.004
01:58.2,0.33,-0.795,-0.521,1.006
01:58.2,0.333,-0.796,-0.521,1.008
01:58.2,0.336,-0.793,-0.521,1.007
01:58.2,0.336,-0.793,-0.521,1.007
01:58.2,0.336,-0.793,-0.521,1.007
01:58.2,0.336,-0.789,-0.52,1.003
01:58.2,0.335,-0.787,-0.523,1.003
01:58.3,0.335,-0.786,-0.526,1.003
01:58.3,0.335,-0.785,-0.531,1.005
01:58.3,0.335,-0.784,-0.532,1.005
01:58.3,0.336,-0.785,-0.531,1.006
01:58.3,0.336,-0.785,-0.532,1.006
01:58.3,0.334,-0.791,-0.526,1.007
01:58.3,0.334,-0.791,-0.526,1.007
01:58.3,0.334,-0.791,-0.526,1.007
01:58.3,0.334,-0.792,-0.523,1.006
01:58.3,0.335,-0.795,-0.521,1.008
01:58.4,0.335,-0.797,-0.52,1.009
01:58.4,0.336,-0.793,-0.516,1.004
01:58.4,0.337,-0.788,-0.516,1
01:58.4,0.335,-0.791,-0.52,1.004
01:58.4,0.336,-0.796,-0.519,1.008
01:58.4,0.334,-0.797,-0.519,1.008
01:58.4,0.334,-0.797,-0.519,1.008
01:58.4,0.334,-0.797,-0.519,1.008
01:58.4,0.336,-0.798,-0.516,1.008
01:58.4,0.333,-0.8,-0.513,1.007
01:58.5,0.332,-0.799,-0.513,1.006
01:58.5,0.332,-0.799,-0.513,1.006
01:58.5,0.335,-0.799,-0.514,1.007
01:58.5,0.337,-0.797,-0.514,1.006
01:58.5,0.335,-0.795,-0.513,1.004
01:58.5,0.332,-0.795,-0.517,1.005
01:58.5,0.332,-0.795,-0.517,1.005
01:58.5,0.332,-0.795,-0.517,1.005
01:58.5,0.334,-0.797,-0.517,1.007
01:58.5,0.335,-0.798,-0.518,1.009
01:58.6,0.334,-0.8,-0.517,1.009
01:58.6,0.333,-0.8,-0.517,1.009
01:58.6,0.331,-0.798,-0.515,1.006
01:58.6,0.331,-0.798,-0.514,1.005
01:58.6,0.333,-0.797,-0.515,1.006
01:58.6,0.333,-0.796,-0.52,1.007
01:58.6,0.333,-0.796,-0.52,1.007
01:58.6,0.333,-0.796,-0.52,1.007
01:58.6,0.333,-0.796,-0.521,1.008
01:58.6,0.332,-0.796,-0.521,1.008
01:58.7,0.334,-0.795,-0.519,1.006
01:58.7,0.335,-0.795,-0.519,1.007
01:58.7,0.336,-0.794,-0.52,1.007
01:58.7,0.335,-0.794,-0.518,1.005
01:58.7,0.332,-0.793,-0.517,1.003
01:58.7,0.332,-0.795,-0.518,1.005
01:58.7,0.332,-0.795,-0.518,1.005
01:58.7,0.332,-0.795,-0.518,1.005
01:58.7,0.334,-0.796,-0.518,1.007
01:58.7,0.334,-0.796,-0.516,1.006
01:58.8,0.333,-0.796,-0.515,1.005
01:58.8,0.334,-0.799,-0.515,1.008
01:58.8,0.333,-0.798,-0.514,1.006
01:58.8,0.331,-0.796,-0.516,1.005
01:58.8,0.333,-0.796,-0.518,1.006
01:58.8,0.333,-0.799,-0.52,1.01
01:58.8,0.331,-0.796,-0.523,1.008
01:58.8,0.331,-0.796,-0.523,1.008
01:58.8,0.329,-0.797,-0.518,1.006
01:58.8,0.335,-0.797,-0.51,1.004
01:58.9,0.332,-0.798,-0.511,1.004
01:58.9,0.335,-0.801,-0.512,1.008
01:58.9,0.336,-0.802,-0.511,1.009
01:58.9,0.33,-0.8,-0.51,1.004
01:58.9,0.333,-0.801,-0.511,1.007
01:58.9,0.335,-0.801,-0.513,1.008
01:58.9,0.335,-0.801,-0.513,1.008
01:58.9,0.335,-0.801,-0.513,1.008
01:58.9,0.333,-0.801,-0.514,1.008
01:58.9,0.332,-0.798,-0.514,1.006
01:59.0,0.332,-0.796,-0.515,1.005
01:59.0,0.333,-0.795,-0.515,1.004
01:59.0,0.334,-0.794,-0.515,1.004
01:59.0,0.331,-0.793,-0.519,1.004
01:59.0,0.334,-0.796,-0.521,1.008
01:59.0,0.337,-0.8,-0.518,1.011
01:59.0,0.337,-0.8,-0.518,1.011
01:59.0,0.337,-0.8,-0.518,1.011
01:59.0,0.337,-0.8,-0.518,1.011
01:59.1,0.333,-0.799,-0.518,1.009
01:59.1,0.333,-0.796,-0.52,1.007
01:59.1,0.335,-0.795,-0.518,1.006
01:59.1,0.334,-0.792,-0.518,1.004
01:59.1,0.334,-0.791,-0.52,1.004
01:59.1,0.336,-0.79,-0.52,1.004
01:59.1,0.334,-0.795,-0.516,1.005
01:59.1,0.334,-0.795,-0.516,1.005
01:59.1,0.334,-0.795,-0.516,1.005
01:59.1,0.334,-0.795,-0.516,1.005
01:59.2,0.333,-0.798,-0.516,1.007
01:59.2,0.332,-0.798,-0.513,1.005
01:59.2,0.333,-0.798,-0.513,1.005
01:59.2,0.334,-0.8,-0.512,1.007
01:59.2,0.335,-0.802,-0.513,1.009
01:59.2,0.335,-0.797,-0.513,1.005
01:59.2,0.335,-0.792,-0.514,1.002
01:59.2,0.331,-0.796,-0.521,1.007
01:59.2,0.331,-0.796,-0.521,1.007
01:59.2,0.331,-0.796,-0.521,1.007
01:59.3,0.327,-0.796,-0.525,1.008
01:59.3,0.331,-0.797,-0.522,1.009
01:59.3,0.334,-0.8,-0.517,1.009
01:59.3,0.33,-0.801,-0.516,1.008
01:59.3,0.328,-0.8,-0.516,1.007
01:59.3,0.334,-0.799,-0.514,1.007
01:59.3,0.335,-0.797,-0.51,1.004
01:59.3,0.335,-0.797,-0.51,1.004
01:59.3,0.335,-0.797,-0.51,1.004
01:59.3,0.336,-0.796,-0.511,1.004
01:59.4,0.332,-0.795,-0.513,1.003
01:59.4,0.333,-0.793,-0.514,1.002
01:59.4,0.331,-0.795,-0.512,1.002
01:59.4,0.331,-0.799,-0.512,1.005
01:59.4,0.33,-0.801,-0.516,1.008
01:59.4,0.329,-0.804,-0.517,1.011
01:59.4,0.332,-0.8,-0.516,1.008
01:59.4,0.332,-0.8,-0.516,1.008
01:59.4,0.332,-0.8,-0.516,1.008
01:59.4,0.334,-0.798,-0.515,1.007
01:59.5,0.334,-0.796,-0.516,1.006
01:59.5,0.335,-0.793,-0.517,1.004
01:59.5,0.334,-0.792,-0.518,1.004
01:59.5,0.336,-0.792,-0.52,1.005
01:59.5,0.335,-0.793,-0.52,1.006
01:59.5,0.333,-0.796,-0.517,1.006
01:59.5,0.331,-0.796,-0.515,1.004
01:59.5,0.331,-0.802,-0.513,1.008
01:59.5,0.331,-0.802,-0.513,1.008
01:59.5,0.331,-0.802,-0.513,1.008
01:59.6,0.331,-0.802,-0.513,1.008
01:59.6,0.336,-0.8,-0.513,1.008
01:59.6,0.333,-0.798,-0.513,1.005
01:59.6,0.332,-0.792,-0.515,1.001
01:59.6,0.334,-0.793,-0.514,1.002
01:59.6,0.335,-0.795,-0.516,1.005
01:59.6,0.335,-0.795,-0.517,1.006
01:59.6,0.335,-0.793,-0.516,1.004
01:59.6,0.335,-0.793,-0.516,1.004
01:59.6,0.334,-0.798,-0.516,1.007
01:59.7,0.335,-0.802,-0.514,1.01
01:59.7,0.331,-0.802,-0.514,1.008
01:59.7,0.328,-0.803,-0.516,1.009
01:59.7,0.334,-0.803,-0.515,1.011
01:59.7,0.332,-0.802,-0.513,1.008
01:59.7,0.329,-0.803,-0.512,1.008
01:59.7,0.333,-0.801,-0.512,1.007
01:59.7,0.333,-0.801,-0.512,1.007
01:59.7,0.333,-0.801,-0.512,1.007
01:59.7,0.334,-0.802,-0.512,1.008
01:59.8,0.335,-0.799,-0.51,1.005
01:59.8,0.336,-0.797,-0.511,1.005
01:59.8,0.332,-0.795,-0.513,1.003
01:59.8,0.334,-0.793,-0.516,1.003
01:59.8,0.333,-0.793,-0.519,1.005
01:59.8,0.33,-0.794,-0.52,1.005
01:59.8,0.328,-0.793,-0.515,1.001
01:59.8,0.328,-0.793,-0.515,1.001
01:59.8,0.328,-0.793,-0.515,1.001
01:59.8,0.328,-0.793,-0.515,1.001
01:59.9,0.334,-0.796,-0.515,1.005
01:59.9,0.339,-0.803,-0.509,1.009
01:59.9,0.333,-0.801,-0.515,1.009
01:59.9,0.325,-0.802,-0.524,1.012
01:59.9,0.331,-0.802,-0.514,1.008
01:59.9,0.336,-0.802,-0.511,1.009
